CustomerKey,PaymentStatus,InvoiceCount,TotalAmount,AvgAmount
1681,Paid,31,67232.34159918026,2014.458704901761
1681,Pending,2,6177.608408436203,3105.7448105551352
1681,Overdue,3,7498.640785870208,2411.232523421859
1681,Unknown,1,2368.5083987983726,2198.076277981067
1682,Paid,34,62885.731367173954,1875.1968419538232
1682,Pending,1,2216.778181827023,2189.466692931156
1682,Overdue,1,2162.8015181030933,2012.8251111242885
1688,Paid,30,74830.6215949996,1707.9112734909804
1688,Pending,2,4618.065295434836,3487.813874101802
1688,Overdue,1,2416.814063353314,2446.3509961865884
1688,Unknown,2,5388.753341738283,2486.2087253006325
1690,Paid,35,96613.70689811413,3172.6339655671254
1690,Pending,2,3939.0849879862535,2124.236097127817
1690,Overdue,2,4047.7814850307013,2734.622169577761
1690,Unknown,1,3347.3922103710947,2946.7158073553614
1692,Paid,32,87958.90180170868,2044.8056749665084
1692,Pending,2,4881.732162627518,1931.440646163609
1692,Overdue,3,6275.177045734656,3221.239529376364
1692,Unknown,4,9264.549742574214,2679.8862269076985
1693,Paid,34,103180.01757362293,2270.4394403947485
1693,Pending,1,1715.016961927353,2160.956089689322
1693,Overdue,4,8368.029966336126,2597.8088582612463
1695,Paid,34,87153.27015118033,3166.7529436411805
1695,Pending,3,7027.589957747488,2943.4633202682303
1695,Overdue,1,2380.978640775461,2111.471742457398
1695,Unknown,2,3214.702649105966,2441.9832898779937
1699,Paid,26,80401.01214499681,2724.698415600657
1699,Pending,3,9108.489563082778,2781.4637031310713
1699,Overdue,2,5541.108263052873,3036.2264553452133
1699,Unknown,4,8682.288006050854,1808.7522064861805
1700,Paid,28,71929.03446837461,1923.3960984500268
1700,Pending,4,9303.984659058673,1830.9936220374184
1700,Overdue,4,7447.980200207068,1966.9485310848431
1700,Unknown,2,6241.124946543832,2050.0434466885254
1705,Paid,40,115099.70827954821,2562.2450157594008
1705,Pending,1,2288.7079240844787,2561.146196518638
1705,Overdue,1,2680.1058789990548,2716.466481979719
1706,Paid,39,106348.88287137024,3110.376920363222
1706,Pending,2,3143.9396465613663,2672.315774057733
1706,Overdue,4,3310.114291328642,2161.782203888829
1706,Unknown,1,2327.412800015451,2462.32408456051
1710,Paid,32,96951.00789102429,3364.918799492405
1710,Pending,2,4158.139178225032,3807.633925373097
1710,Overdue,2,6561.54026424426,2786.2461420368495
1710,Unknown,1,1661.271074256721,2278.3986261628106
1711,Paid,33,76455.762373781,1711.6373283846833
1711,Pending,5,9019.420058083962,2280.4034555233084
1711,Overdue,1,2458.273498158396,2879.400820617352
1711,Unknown,1,2479.9902561106874,2896.774266930131
1712,Paid,48,138779.84145833086,3084.070670248665
1712,Pending,2,4409.208586699814,2223.538889006597
1712,Overdue,4,10714.710072751825,2937.2024649661166
1713,Paid,31,70762.36409365069,2944.2118460215816
1713,Pending,3,7675.658648711794,2378.0024556922767
1713,Overdue,3,7057.579594688756,2386.0208769768196
1713,Unknown,3,5105.994659289563,3578.1402059811767
1714,Paid,36,80879.61235256583,3035.400821276787
1714,Pending,5,10642.43807277639,2724.421717755045
1714,Overdue,3,7367.853255138999,3048.018823349987
1714,Unknown,1,3080.4259350701136,2822.132674535339
1715,Paid,27,82190.60346772608,1790.9777993425707
1715,Pending,1,2278.3728383487814,2586.3765699348814
1715,Overdue,2,6191.595143879431,2755.657913401837
1715,Unknown,2,4057.223812658457,1282.044937401323
1716,Paid,38,85794.09181964457,2322.704573918616
1716,Overdue,2,6411.387705782061,2294.6617532183213
1716,Unknown,2,4135.45266582343,2570.5811425282486
1717,Paid,35,101537.62914872248,2640.830372961516
1717,Pending,3,6323.282904313795,2384.1133767768915
1717,Overdue,3,9143.36929692614,2611.415325106136
1717,Unknown,2,3725.296757770331,2137.8378604397376
1719,Paid,32,99746.20809161272,2801.299463214038
1719,Overdue,2,6246.17562111882,3067.4407614993916
1719,Unknown,1,1593.3942772572918,3868.423327409902
1720,Paid,37,84853.60136603597,3460.9982504448326
1720,Pending,1,2411.1399002156277,3251.1040443167
1720,Overdue,2,4020.978805266238,3341.8104092739222
1720,Unknown,2,6672.307311601195,1542.5261905900986
1722,Paid,42,89721.88604387516,2642.224311809678
1722,Pending,3,6159.874003198802,2297.2270986389804
1722,Overdue,2,5321.839398092603,3009.7937296025257
1722,Unknown,3,7600.836653038201,3022.414323557523
1724,Paid,29,59378.31395640439,3146.5006136121315
1724,Pending,1,1927.0791105947774,3144.08180164345
1724,Unknown,2,5974.721294241217,1981.5793525052832
1726,Paid,41,125558.02163240593,2326.7550648265074
1726,Pending,3,7550.357277100004,3210.3589576265413
1726,Unknown,1,2601.9401233016442,2809.6097195014995
1727,Paid,38,130003.26867660068,3134.2890277527163
1727,Pending,5,12055.734642241612,3467.996299108694
1727,Overdue,1,2221.4248106732584,2250.9834222096088
1727,Unknown,1,3159.211981509599,2855.5517855965304
1730,Paid,40,105323.70568149259,2700.233998712281
1730,Pending,2,3550.430314507489,1853.7225078113433
1730,Overdue,1,2400.5075981407153,2221.2120069030416
1730,Unknown,1,2501.926977794887,2334.8984623532297
1734,Paid,33,90193.36224136042,2295.166653694889
1734,Overdue,3,5354.757724980587,2806.9759781116295
1734,Unknown,1,2474.1946968899506,1733.1406824713513
1735,Paid,26,71702.9283567893,2844.593716905055
1735,Pending,2,4381.799400205006,2944.7954795544647
1735,Overdue,4,13326.73804609256,2664.941739033651
1735,Unknown,4,9587.257524372744,2730.779873944825
1736,Paid,34,90963.07431137818,1929.0386847499126
1736,Pending,2,3736.6208322744887,2971.931004880017
1736,Overdue,3,4702.110830994129,3067.192832275796
1736,Unknown,3,8891.867582004536,1812.46640162017
1738,Paid,37,80389.88306768815,2985.2840060362323
1738,Pending,1,2135.4798441627727,1852.6977585687905
1738,Overdue,1,2960.870746878481,3369.289150534798
1738,Unknown,1,3010.6077989995347,2721.6279877069646
1739,Paid,24,81226.40036398199,2891.765972956026
1739,Pending,2,4202.684471425785,2488.2604519193396
1739,Overdue,2,5972.1909518339135,1997.0784487306842
1739,Unknown,1,2340.7038479226644,2932.9159702251404
1741,Paid,37,110446.36987944972,2876.780198942132
1741,Pending,1,2408.6584125252853,2353.9742307077454
1741,Overdue,1,2332.352386470275,2400.9409885197742
1741,Unknown,3,7346.520234407244,2687.069179794075
1742,Paid,36,104693.48661339421,2058.852622358903
1742,Pending,1,2024.1324056014134,2378.4322506913427
1742,Overdue,1,2071.8249435840803,1969.2492747139531
1742,Unknown,3,7724.6221408109905,2981.812683264772
1743,Paid,41,104525.03112290274,2034.132572387343
1743,Overdue,1,1888.0964699309627,1942.9524992464223
1743,Unknown,3,4397.233499523272,2356.842613313131
1745,Paid,40,76779.91424502122,2517.5222364038013
1745,Pending,3,7815.057084650257,2861.9665133248027
1745,Overdue,6,12263.851606349692,2282.67220470853
1747,Paid,35,109901.77678754288,1883.466948365389
1747,Pending,2,4039.392905231638,2435.6233977502557
1747,Overdue,2,4900.276091419006,1619.6567946943542
1747,Unknown,3,8370.249719995543,2969.0071659842115
1749,Paid,27,73838.60396919587,2884.0129421002293
1749,Overdue,2,5825.9424226351375,2894.45965315211
1750,Paid,32,93623.08305926606,1479.6842079896726
1750,Pending,4,12057.876265597362,2417.830282197439
1750,Overdue,2,4009.6304050279896,2040.0809270583222
1750,Unknown,3,9324.96495911009,2377.3346365645707
1752,Paid,41,114847.00504611126,2749.0862879058313
1752,Pending,1,1381.1799581112634,2094.7019477323665
1752,Overdue,2,5425.583716635643,2830.306166721453
1752,Unknown,4,11014.206828072041,3111.9840292916942
1755,Paid,35,103937.67996290006,2593.439376386853
1755,Pending,1,2404.563284186669,3247.985109952089
1755,Overdue,2,5372.318279585794,2446.9483523311496
1755,Unknown,2,7365.372078817405,2996.254522552879
1756,Paid,32,98236.7438764697,2639.5147827370192
1756,Pending,2,5653.812714592473,2651.136974823977
1756,Unknown,8,21729.627172103512,3399.349898626215
1757,Paid,31,52120.16805233751,2964.1746709599747
1757,Pending,2,4777.629317357874,1491.2017505553963
1757,Overdue,1,2069.611171031501,2796.382447653083
1758,Paid,41,136865.03423059138,1966.8317486233852
1758,Pending,3,7150.712880961436,2531.8067124233853
1758,Overdue,3,5953.110566528863,2742.9456970432293
1762,Paid,38,91298.99590361789,1831.757909494805
1762,Pending,3,9967.626767654674,2294.304192099573
1762,Unknown,3,8471.47572782495,1792.6411512915142
1763,Paid,29,89180.66233078582,3113.9561176850802
1763,Pending,5,13315.285777205063,2967.4140359325447
1763,Overdue,2,5793.000340199998,3350.2328379325863
1763,Unknown,2,6859.055516212817,1653.448006191971
1766,Paid,35,62838.03305826236,2697.5354373798496
1766,Pending,2,4960.0352869022645,2459.4328121167237
1766,Overdue,1,3142.805952644563,2747.8747501962407
1766,Unknown,1,2795.276213328138,2162.4890417242223
1767,Paid,33,76399.93496109851,2371.7301414872736
1767,Pending,2,3866.524673031904,3029.4671878315353
1767,Overdue,1,1922.1293622146527,1989.8587632562449
1767,Unknown,2,6193.855257905954,2638.797895319941
1769,Paid,34,98312.46649216332,2366.2204008813483
1769,Pending,1,4085.8464777011695,2508.725546759517
1769,Overdue,1,2397.650514405107,1491.7264485567275
1773,Paid,39,105450.3608167943,1786.3139252400774
1773,Pending,2,5176.126720930623,1876.386895614999
1773,Overdue,2,6323.1036883791585,2347.4086849342875
1773,Unknown,1,3352.5004615418784,2941.4729761709386
1774,Paid,39,115462.69486250334,2466.0125164305778
1774,Overdue,6,11454.876421120483,3017.582516284741
1774,Unknown,1,2589.400035157121,2354.88984763408
1775,Paid,22,55051.08851690071,1862.2777652528998
1775,Pending,1,1681.824624725221,2089.9076655673257
1775,Overdue,1,1983.4737759093844,2587.498186755441
1775,Unknown,1,2212.4064397243997,2514.15784575479
1776,Paid,39,119338.73547715538,2483.420899060787
1776,Pending,2,5334.186872332263,3641.660630351801
1776,Overdue,4,10091.474111052601,3126.0323699867195
1776,Unknown,3,8746.699354525155,2955.6935828862074
1778,Paid,29,62018.018975304614,3403.6891971513983
1778,Pending,1,1819.0508659145792,2682.4984577578443
1778,Overdue,4,10371.706495416902,3408.318980253592
1778,Unknown,5,21410.701642724736,2615.583087989986
1779,Paid,41,93164.31552786306,2757.2663719151224
1779,Pending,2,4698.90646684257,2588.2288044041798
1779,Overdue,2,5030.645277264518,2324.334500033243
1779,Unknown,4,9901.986286926609,2788.907850796528
1780,Paid,33,99550.47723882586,2944.2416695008883
1780,Pending,1,2801.8444543546716,2637.66549021531
1780,Unknown,1,2533.366781317363,2870.7542100948117
1786,Paid,38,83788.10844472147,2624.868605618153
1786,Overdue,4,8990.20021393156,3009.5050146631784
1786,Unknown,4,12437.800396992681,2993.515248404194
1788,Paid,36,100609.96456807692,2304.117788788138
1788,Pending,5,14417.77248223194,2080.150268773976
1788,Overdue,1,2126.9557558133806,2169.895360924878
1788,Unknown,2,4008.063286032643,2349.775222758188
1789,Paid,35,84170.96556609846,2146.9326388966488
1789,Pending,1,3525.1997297962766,3212.059228214186
1789,Overdue,4,5735.192499625561,2748.7558716917165
1789,Unknown,3,7428.82669743929,2550.510381695525
1791,Paid,38,89286.39113189516,2006.1509317226823
1791,Pending,3,7489.491799862637,3326.9783663093276
1791,Overdue,1,2215.4380078158533,2077.054799647264
1791,Unknown,3,7302.870982200712,2529.048162283328
1793,Paid,36,86225.35218434493,2414.569313584088
1793,Pending,1,2536.5974239321836,2155.796339071553
1793,Overdue,2,4995.859829394035,2602.707301305331
1793,Unknown,4,11337.437800946533,2125.0528050944176
1794,Paid,34,73408.44185839024,2172.28928349732
1794,Overdue,1,3025.8593072620274,3451.578101060337
1794,Unknown,1,2224.6387577342675,2435.0757573903006
1795,Paid,40,118457.82597585596,2377.14781680452
1795,Pending,1,2181.107817885921,2862.299098612689
1795,Unknown,1,1679.7000307690764,2079.6678764817166
1796,Paid,44,123486.30439895549,2826.1410800123917
1796,Pending,1,2891.853252471645,2706.926276794264
1796,Overdue,1,2248.9541612834473,2845.515286168435
1796,Unknown,4,12524.661487278314,2815.811383189748
1797,Paid,31,89861.75324320376,2239.4037707594525
1797,Pending,1,2850.165989809605,2234.9873435187174
1797,Overdue,2,5873.771992730993,3294.8645207872296
1797,Unknown,1,3514.4423555654816,2199.5081720564867
1799,Paid,33,94341.11962316527,2638.173163660378
1799,Pending,1,1611.8713259208257,2718.263552989394
1799,Overdue,6,16475.412440791715,2002.7154893482707
1799,Unknown,3,8131.2208105576765,1722.5614684283305
1801,Paid,32,96454.76283072129,2917.105498156816
1801,Pending,4,16289.465290997743,2932.9713792593616
1801,Overdue,5,15982.006504499936,2211.5119781618737
1801,Unknown,2,5657.783347753,2439.9268991610998
1802,Paid,36,71364.24880252108,2589.5954077704314
1802,Pending,1,2545.0188503029117,3340.6896349578656
1802,Overdue,2,4933.170499176401,2970.8336996731273
1802,Unknown,2,5305.0833405273015,2666.540049564672
1804,Paid,28,68382.80204478324,3005.3287995642304
1804,Pending,2,5085.358261968354,3558.003562154039
1804,Overdue,3,5971.946860987289,2177.7782785553077
1804,Unknown,1,2467.3646073266445,2360.783832558089
1805,Paid,42,117601.62777580267,2768.7763781917647
1805,Overdue,2,5609.866747978059,2860.518642072611
1805,Unknown,1,2508.4389737272604,2520.6713527653033
1810,Paid,37,103130.058060879,2464.542780620932
1810,Pending,3,5375.442325119713,2245.3381481385127
1810,Overdue,4,10532.64161368613,2357.4802174605097
1811,Paid,35,67390.50667276616,2582.836159294114
1811,Pending,1,1893.8417115658262,2316.6796085056912
1811,Overdue,1,2114.145516476072,3790.373917431714
1818,Paid,36,113632.86302812624,2535.883654501109
1818,Pending,2,3471.0122140553904,1885.8652352973097
1818,Overdue,1,1832.381842011527,3088.5489404827767
1818,Unknown,1,2774.7321352103377,2490.4588473634285
1822,Paid,40,116796.47942906676,2818.308698281841
1822,Overdue,3,7395.974805192765,2131.851469083909
1822,Unknown,1,1950.8557266912142,2728.0873088587055
1823,Paid,41,97119.4947685306,2621.3529298531116
1823,Pending,5,17141.090671736863,2308.870954037683
1823,Overdue,1,2198.042506007298,2343.8016126942985
1824,Paid,35,94001.52214615658,3022.459384594311
1824,Pending,1,3290.283504129133,2688.203161445814
1824,Overdue,2,4338.015969340516,2162.9426080584158
1824,Unknown,1,3106.3251860765886,1900.7401303818228
1826,Paid,45,111223.36875496607,2254.546120246567
1826,Pending,5,12949.406879010123,2402.471719384626
1826,Overdue,3,8988.664864763134,2883.238626244096
1826,Unknown,3,5227.798149271419,2057.904221448285
1829,Paid,35,89465.25275289688,2956.2306774739814
1829,Pending,2,5825.392444778085,2200.520332531657
1829,Overdue,3,8837.132555470529,2846.5220967704568
1829,Unknown,3,9506.783835906946,1941.3406435782072
1831,Paid,31,110299.91421304032,1102.378576212927
1831,Pending,1,2357.0654329198965,2448.936540893685
1831,Overdue,2,5595.013369237731,2390.9422339648227
1832,Paid,32,80663.19608528627,3622.9947028877928
1832,Pending,1,2197.755980430438,2853.6284485161864
1832,Overdue,2,4352.82711429819,2168.093203821963
1832,Unknown,7,20475.307895972255,2463.8493699418523
1833,Paid,38,83226.02571826648,2650.096611162816
1833,Pending,4,11441.593199969286,2287.122497248175
1833,Overdue,3,7672.53381974113,2757.089851834979
1833,Unknown,1,3247.7160145048574,3412.000383522074
1834,Paid,41,108610.37302343849,2972.231772842438
1834,Pending,1,2168.4915078637036,2713.2219403091203
1834,Overdue,2,5238.7579285904685,2274.213668587497
1835,Paid,38,107925.28937916903,1539.5626841774517
1835,Pending,1,2546.796313365512,2944.2929183796655
1835,Overdue,1,3284.9095264950283,2325.387632673408
1835,Unknown,3,8255.475403327968,2725.5823484880702
1836,Paid,36,78329.00786731267,3436.038945123348
1836,Overdue,2,3913.044188185197,2460.2142784608686
1836,Unknown,2,4745.370702445752,3240.0834945922456
1837,Paid,45,159104.0196713205,2020.393593517763
1837,Pending,4,13406.659758873375,2557.731076404167
1837,Overdue,1,2035.3782966110075,2477.4531495412475
1837,Unknown,1,3099.0170145881557,2164.9383457621534
1838,Paid,50,136895.87406052672,2312.7127948452608
1838,Pending,2,6027.653308070697,3022.3771767464773
1838,Overdue,3,6047.114320958998,2889.0330620721584
1838,Unknown,3,10551.959374749193,2770.095495596137
1841,Paid,33,89639.42746779046,3348.1592292933638
1841,Pending,1,3209.993188297771,3100.532569287673
1841,Overdue,3,4947.839469805546,2690.4386922021927
1841,Unknown,2,5238.1924162283885,2416.0420104943323
1844,Paid,35,74161.9822168573,1322.5946077987944
1844,Pending,1,3018.8949113636527,2515.1069227026264
1844,Overdue,1,1970.4784737274954,2213.5614694727547
1844,Unknown,4,8056.291714103236,2551.732219283586
1846,Paid,28,86267.51304381984,1873.279526001811
1846,Overdue,4,9715.926786435202,2550.799097599439
1846,Unknown,1,2886.7225041644206,3068.5204933789687
1850,Paid,32,68994.12466822866,2394.260708439325
1850,Pending,2,6458.654910083807,1984.4697364217916
1850,Overdue,1,2998.273202754766,2483.5923795319286
1850,Unknown,2,5117.172215815845,2526.7907581143595
1854,Paid,31,44890.63167365408,3102.0090983675072
1854,Pending,1,2717.2583546637984,1906.1100070582534
1854,Overdue,2,5460.229237964098,2480.571984876468
1854,Unknown,2,6568.619284113507,2578.1825518406263
1856,Paid,42,139954.18105821314,2131.596679140648
1856,Pending,4,6843.0358809169065,2421.089748720848
1856,Overdue,2,5618.977439711436,2809.5424984669885
1856,Unknown,1,1942.2835362345147,3020.7640157266114
1858,Paid,39,73673.00863845636,2879.9021441764176
1858,Pending,3,9170.732010784108,2820.6825158885968
1858,Overdue,2,6479.738281273669,3341.7841993029488
1858,Unknown,2,6144.554165382383,2711.545598079877
1860,Paid,50,127731.54424678262,2842.2620224884763
1860,Pending,5,16319.252825183856,3217.668195555971
1860,Unknown,3,10037.498999931966,2655.016466834581
1865,Paid,34,68315.41185219037,2201.399614831086
1865,Pending,2,5452.651575776371,2307.414009590054
1865,Overdue,3,7044.5614200954515,2128.029381028743
1865,Unknown,2,5732.440683815979,2132.788346601052
1866,Paid,31,101738.55518535827,3293.145497408117
1866,Pending,3,8577.426834119613,2504.0603780016877
1866,Overdue,3,6438.942773858679,2157.5844776875047
1866,Unknown,3,9322.96193730786,2684.282709249674
1867,Paid,39,100837.07667850133,2656.8825396771826
1867,Pending,4,8049.854629328787,1505.8571904971095
1867,Overdue,3,5013.891612663421,2588.1419543776196
1867,Unknown,1,2023.8893198409055,3259.9640126843424
1868,Paid,31,77423.13324773853,2086.700279284323
1868,Pending,3,8442.583433144668,3142.0938046643073
1868,Overdue,3,9091.123175704455,2689.039711072149
1868,Unknown,2,4926.096540809012,3527.4269695455023
1870,Paid,30,105324.7976644497,1946.963170652139
1870,Pending,4,11966.39046475334,2368.0180665778917
1870,Overdue,1,2423.0745167891178,3226.805914596843
1870,Unknown,2,4132.705546231327,1978.8738139225143
1871,Paid,43,81942.31965151268,3037.1970581573883
1871,Pending,2,4194.326227999843,2485.2632159183668
1871,Overdue,5,12710.35844745784,2555.0423772260856
1871,Unknown,2,7197.9488334323705,3131.485179189126
1872,Paid,33,74749.12514382621,2334.2593515213157
1872,Pending,1,3486.6149199597994,2815.4260232251327
1872,Overdue,1,2060.8896149366715,2390.9153326089836
1874,Paid,32,89423.38640289077,2608.5434822324496
1874,Pending,1,2249.266554794629,3197.692257448573
1874,Overdue,2,6216.986549918,2304.8296407288562
1874,Unknown,6,10494.711793389924,2474.057796588832
1877,Paid,34,75798.72307723956,3299.979963075036
1877,Pending,3,9315.378404283201,1656.3150934871362
1877,Overdue,6,15121.768189082646,2232.16900028992
1878,Paid,33,86566.04622046281,2644.223345529458
1878,Pending,4,6583.018524251635,2002.945911300446
1878,Overdue,2,4414.786542541051,2732.8407769906294
1879,Paid,31,66951.65395590196,2864.9954405411295
1879,Pending,4,10420.726638434451,2562.273454618534
1879,Overdue,2,4655.528726151939,1661.1033481431152
1879,Unknown,2,5240.8435199762125,3721.2151864299335
1881,Paid,41,143869.7452093465,2832.5454469826127
1881,Pending,1,2541.734308049646,2743.413781145982
1881,Overdue,3,7037.217153823853,2788.6509999167574
1882,Paid,39,95398.39494558002,3010.391321636384
1882,Overdue,1,2401.242111576753,2333.749550130333
1882,Unknown,8,13729.050809739183,2363.036381728309
1884,Paid,35,113036.36410213495,2581.955358697226
1884,Pending,2,5855.957958473908,1796.381254990539
1884,Overdue,1,2675.379191355828,3143.0531723700633
1884,Unknown,3,8530.371588280874,2545.77075571109
1887,Paid,32,69179.12771268726,2393.4133016014357
1887,Pending,2,3913.032666970276,3126.182893311187
1887,Overdue,2,4488.988580315979,3075.7863619895143
1887,Unknown,2,4987.371819756227,2402.4589461659652
1888,Paid,44,122349.238821248,2879.289786001241
1888,Unknown,2,6505.327232361075,3074.5441656958888
1893,Paid,40,125827.75995396575,2460.0083701858125
1893,Pending,3,5027.617812355567,3144.4005083444517
1893,Overdue,2,5448.574595846125,2274.436727137775
1893,Unknown,2,6988.164891036946,1756.2668570206308
1894,Paid,36,86087.97560743015,2905.321668212247
1894,Pending,1,3226.0003873872083,3291.774468312225
1894,Overdue,4,10602.523773774643,2893.3428623060436
1894,Unknown,2,5169.0874461636695,2849.4657351975748
1895,Paid,24,61354.448590132466,2487.1313243187537
1895,Overdue,1,2388.111945281341,3189.0252023731
1895,Unknown,1,2818.049231982397,2280.9857491780176
1896,Paid,35,89858.08026891478,3291.9110969281933
1896,Pending,4,11539.511830654154,2044.6905720961236
1896,Overdue,2,6049.105229220849,2640.1139675785535
1896,Unknown,1,2916.777372313175,3461.244514430251
1897,Paid,33,79293.07301514193,2066.9002832190567
1897,Pending,5,16017.499239197019,2823.092822608999
1897,Overdue,4,9617.737228206784,2761.4357589898536
1897,Unknown,3,6525.822940882705,2460.70795909566
1898,Paid,31,73843.8128480195,3256.396362285111
1898,Pending,2,5381.210245591142,2504.8869293280122
1898,Overdue,2,6192.123350734759,2189.0498965362913
1898,Unknown,4,13553.340733051029,2774.053615968073
1903,Paid,45,107287.43274941308,2329.854967171189
1903,Pending,3,8793.592096237853,2821.47300517654
1903,Overdue,1,2836.3735896128615,2762.0982266998762
1903,Unknown,3,8547.538392920793,2859.973391967806
1904,Paid,31,93573.00459490225,2844.611511717965
1904,Pending,3,5725.006636333757,3181.7092821355664
1904,Overdue,1,3254.9465099122845,3080.5673797847116
1904,Unknown,5,14682.258104537861,2616.208546642122
1906,Paid,35,102253.6162554827,2752.122348773973
1906,Pending,2,5622.895726670394,2441.481329044401
1906,Overdue,8,28530.169042515052,3468.0678809440437
1906,Unknown,3,8298.660368531151,1819.8125266393727
1907,Paid,31,57532.51107217522,2330.1210766788427
1907,Overdue,2,5520.707301417998,2153.218574025804
1907,Unknown,3,7654.34594244131,2105.507244968608
1908,Paid,30,115584.64293840043,1863.0519844231517
1908,Pending,2,5446.937316902562,3130.9213803389193
1908,Overdue,2,6162.893889522852,2240.191377261813
1908,Unknown,3,8048.060769304521,2846.9282640744195
1909,Paid,37,92655.04369940936,2028.34144604175
1909,Pending,6,17205.086052379687,2984.72638012558
1909,Overdue,1,1913.814289370412,1997.9503927091773
1909,Unknown,5,13570.009985467565,2913.6832727960564
1910,Paid,24,70868.13215682929,1979.8058524431774
1910,Pending,2,5412.136523244388,2435.6669558932535
1910,Overdue,5,14645.383215646589,2169.76500839035
1911,Paid,37,96474.3520835042,3222.87418198347
1911,Pending,3,8871.74386213651,2638.475585686281
1911,Overdue,1,2678.360260975518,2543.9043899700396
1911,Unknown,2,5069.738658935407,3163.457576528364
1914,Paid,47,86938.59974079047,2578.3424805674777
1914,Overdue,5,8846.739787904062,2358.5103331458135
1915,Paid,37,91227.68912976708,2165.7911526902867
1915,Pending,3,10700.384843344556,3313.0455388909318
1915,Overdue,1,3115.4817109080677,2064.5658778870556
1915,Unknown,3,7592.168707431834,2874.160302781966
1916,Paid,25,58801.519140988545,2757.638818664548
1916,Pending,2,5550.549017222295,2206.3929567267814
1916,Overdue,3,4686.445593134576,2467.7038526358238
1917,Paid,38,89743.01074920424,2346.282985693119
1917,Pending,2,3992.761637150127,3451.2019079175852
1917,Overdue,3,8363.403738221217,3587.503893431295
1917,Unknown,1,2722.7963772990265,2299.4627287163057
1919,Paid,36,104042.9890097883,2558.8964081775403
1919,Pending,2,5105.596978657148,2628.0131710224186
1919,Overdue,3,5584.042605268408,2887.1086123499344
1919,Unknown,3,8055.879848295581,2518.088222331177
1920,Paid,35,57512.54403174367,1924.630037766077
1920,Pending,3,7817.7241547156445,2407.3626409649705
1920,Overdue,1,2498.7273296333537,1220.481290069545
1920,Unknown,4,12287.531697169063,2897.218917904311
1938,Paid,26,78192.65561362029,1776.6259930104359
1938,Pending,2,3677.272455471407,2647.3798049966877
1938,Overdue,4,12601.29164401408,3138.514372378775
1938,Unknown,2,4499.5471976695135,2482.088739709461
1941,Paid,30,56479.91101740046,2407.696610980089
1941,Pending,3,7325.968921781094,3429.9831268599264
1941,Overdue,1,2291.0986349728273,2441.2001433723585
1941,Unknown,3,7425.448077944983,2190.0840446695893
1947,Paid,30,64886.980959245855,2839.3559887311867
1947,Pending,2,5282.903839986146,3303.255585004387
1947,Overdue,2,5376.6285052499625,2601.3686162586228
1947,Unknown,2,7309.92538653428,2939.3111314153343
1950,Paid,29,71304.14961599464,2071.18787502351
1950,Unknown,2,5623.96137349479,2483.8143688643495
1952,Paid,33,74358.49272261072,1428.5716669357266
1952,Pending,2,3955.645550409723,2626.198010381777
1952,Overdue,3,4219.62465044151,1795.4866460233943
1952,Unknown,3,6267.580393560114,2085.3383265519437
1953,Paid,34,74109.0508674147,2286.86378653398
1953,Pending,3,5319.895249745284,2521.1133871601655
1953,Overdue,2,5883.004022407143,2414.482434833502
1953,Unknown,3,8558.7635618674,2114.7032993673865
1955,Paid,34,96950.52124356247,2470.284410555579
1955,Pending,4,11118.12268880829,2485.907448117928
1955,Overdue,1,2414.0912690017008,2889.101758422713
1955,Unknown,3,6720.698461095297,2981.759149722481
1961,Paid,32,109259.91533802472,3430.053933650678
1961,Pending,1,2780.949027125956,2685.5210112926356
1961,Overdue,2,4515.528292480347,2491.1408469289295
1961,Unknown,5,11812.465924355329,1560.9814533042954
1966,Paid,35,89809.09170546601,2755.2700159548253
1966,Pending,2,2977.1795947910987,3090.8985515544055
1966,Overdue,2,3364.531550641293,2577.6122329332466
1966,Unknown,3,4483.079101138332,2245.140965425997
1971,Paid,29,79914.16277252724,1899.873788236533
1971,Pending,2,5162.309214347354,3006.189243655945
1971,Overdue,2,6080.806173010254,2324.390704490759
1971,Unknown,1,2540.3037327564334,3085.8381439669024
1976,Paid,30,77076.27469535856,2818.6642477712962
1976,Pending,3,6694.706335204293,2866.2208364059443
1976,Overdue,1,2795.2687980628025,2663.4740755706785
1976,Unknown,3,8257.044308427656,3654.60155391799
1978,Paid,37,100142.2230032878,2342.8399497496653
1978,Pending,5,12780.526243134933,2396.3509178302525
1978,Overdue,5,14112.817084085797,2512.3883641312314
1978,Unknown,3,5692.184608608222,3381.546444775573
1981,Paid,30,57090.810280618345,3332.161338062624
1981,Pending,1,2371.726668815293,2916.1380047830708
1981,Overdue,3,7128.425876652145,2144.5196087076047
1981,Unknown,1,2569.71160740514,3026.5109405280314
1983,Paid,29,62361.34846640057,2186.1833447499557
1983,Pending,3,8024.813052072279,1824.442918671864
1983,Overdue,4,9389.055602568324,2327.938283357874
1984,Paid,30,81293.34463232433,2667.185477495575
1984,Pending,3,7799.880841428198,2788.6918700000365
1984,Overdue,2,4388.028306839767,2254.3554858295756
1984,Unknown,4,12338.391791449407,2005.0479739660273
1985,Paid,34,72178.12006165822,2710.829471933398
1985,Overdue,1,2869.589161769362,2632.5229437102066
1985,Unknown,1,2928.722755777958,2254.494165958666
1986,Paid,30,63956.06338608595,2289.1377660299286
1986,Pending,2,4967.60456009951,2896.8346635558055
